sponsor,xml,title,summary,start_year,start_month,phase,conditions,enrollment,status,meshes,condition_final
Novartis,NCT00241111.xml,"Assessment of the Efficacy, Tolerability and Pharmaco-economic Impact of Zoledronic Acid Treatment in Prostate Cancer With Bone Metastasis",Study to determine effectiveness and safety of zoledronic acid and whether it has a pharmaco-economic impact in prostate cancer with bone metastasis.,2003,9,Phase 4,['Prostate Cancer With Bone Metastasis'],148,Completed,"['Prostatic Neoplasms', 'Neoplasm Metastasis', 'Neoplasms, Second Primary', 'Bone Neoplasms', 'Bone Marrow Diseases']",Neoplasm Metastasis
Novartis,NCT00242554.xml,Open-label Phase IV Clinical Trial to Evaluate the Safety and Tolerability of Zoledronic Acid in Patients With Prostate Cancer and Bone Metastases,To assess the effects of i.v. zoledronic acid 4 mg with respect to safety and tolerability,2002,10,Phase 4,['Prostate Cancer'],150,Completed,"['Prostatic Neoplasms', 'Neoplasm Metastasis']",Prostatic Neoplasms
Novartis,NCT00242567.xml,"A Phase III, Parallel Group, Randomized, Open-label, Multi-centre Clinical Trial of Zoledronic Acid in Males Receiving Androgen Deprivation Therapy for Advanced Prostate Cancer.","This study aims to determine whether early treatment with zoledronic acid, that is given during the early phase of advanced prostate cancer, will be more efficacious than delayed treatment",2005,12,Phase 3,['Prostate Cancer'],522,Completed,['Prostatic Neoplasms'],Prostatic Neoplasms
Novartis,NCT00247650.xml,Randomized Multi-Center Study Comparing Prolonged Primary Systemic Endocrine Therapy With Letrozole Alone or in Combination With Zoledronic Acid in Early Breast Cancer (NEOadjuvant Study in CANada),This study is to measure the extent of tumor shrinkage when Letrozole and Zoledronic Acid are given before surgery to newly diagnosed post-menopausal women with early breast cancer,2005,9,Phase 2,['Breast Cancer'],190,Completed,['Breast Neoplasms'],Breast Neoplasms
Novartis,NCT00247663.xml,Extension Study of 1.0mg Dose Letrozole Therapy in Postmenopausal Patients With Breast Cancer,- To investigate the safety of letrozole monotherapy at a dose 1.0 mg/day or fadrozole monotherapy at a dose 2.0mg in Japanese postmenopausal patients with advanced breast cancer which participated in double blind study.,1999,12,Phase 2,['Postmenopausal Women With Advanced Breast Cancer'],17,Completed,['Breast Neoplasms'],Breast Neoplasms
Novartis,NCT00248170.xml,Comparison Trial of Letrozole to Anastrozole in the Adjuvant Treatment of Postmenopausal Women With Hormone Receptor and Node Positive Breast Cancer,Eligible patients will be post-menopausal hormone receptor- and lymph node-positive females who recently underwent primary surgery for breast cancer. Patients will be randomized to letrozole (2.5 mg per day for 5 years) vs anastrozole (1 mg per day for 5 years). Follow up will occur for 5 years after the completion of enrollment for survival and disease status updates.,2005,12,Phase 3,['Breast Cancer'],4172,Completed,['Breast Neoplasms'],Breast Neoplasms
Novartis,NCT00251433.xml,"An Open-label, Multicenter, Phase I/II Dose Escalation Study of Oral GW572016 in Combination With Docetaxel (Taxotere) Plus Trastuzumab (Herceptin) in Subjects Previously Untreated for ErbB2-overexpressing Metastatic Breast Cancer","This is a two-part study (Phase I/Phase II). Part I is designed to find the optimal (best) doses of GW572016, docetaxel, and trastuzumab when given together, Part II is designed to evaluate the tumor response rate (shrinkage or lack of growth) in patients receiving all three drugs compared to patients receiving only docetaxel and trastuzumab.",2005,9,Phase 1,"['Neoplasms, Breast']",53,"Active, not recruiting",['Breast Neoplasms'],Breast Neoplasms
Novartis,NCT00258765.xml,"A Phase IIb Randomised Clinical Trial of the Tolerability, Safety and Efficacy of Adjuvant Docetaxel-Zoledronic Acid After Prostatectomy for High-risk Early Prostate Cancer (AD-ZAP).","Radical prostatectomy is used to treat early prostate cancer in otherwise well men, but is followed by later cancer relapse in 1 in 4 cases. This study aims to see if post-operative adjuvant therapy with a combination of zoledronic acid and docetaxel might help reduce relapse in such cases. Patients will be randomized to receive the adjuvant combination therapy or no therapy. All patients will be monitored closely for signs of relapse and treated appropriately with conventional salvage therapy.",2006,5,Phase 2,['Prostate Cancer'],1,Terminated,['Prostatic Neoplasms'],Prostatic Neoplasms
Novartis,NCT00262990.xml,"A Randomized, Parallel Group, Open-label, Active Controlled, Multicenter Phase III Trial of Patupilone (EPO906) Versus Pegylated Liposomal Doxorubicin in Taxane/Platinum Refractory/Resistant Patients With Recurrent Epithelial Ovarian, Primary Fallopian or Primary Peritoneal Cancer","The objective of this study is to assess the safety and efficacy of patupilone compared to pegylated liposomal doxorubicin. Additionally, this study will assess the ability of patupilone to extend the survival time and potential beneficial effects in women who have nonresponsive or recurrent ovarian, primary fallopian, or primary peritoneal cancer.",2005,11,Phase 3,"['Ovarian Cancer', 'Fallopian Tube Cancer', 'Peritoneal Neoplasms']",829,Completed,"['Ovarian Neoplasms', 'Fallopian Tube Neoplasms', 'Peritoneal Neoplasms']",Peritoneal Neoplasms
Novartis,NCT00263588.xml,A Phase II Study of Lapatinib for Brain Metastases in Subjects With ErbB2-Positive Breast Cancer Following Trastuzumab-based Systemic Therapy and Cranial Radiotherapy,Determine how safe and effective lapatinib is when used to treat patients with ErbB2 overexpressing breast cancer that has spread to the brain and is still progressing there even after radiation treatment using WBRT (whole brain radiotherapy) or SRS (stereotactic radiosurgery) to the brain. Lapatinib is an oral drug that will be taken every day. Tests for safety and efficacy will be performed every 4 weeks or 8 weeks (depending on the test) during the course of the study.,2005,12,Phase 2,"['Neoplasms, Breast']",244,Completed,"['Breast Neoplasms', 'Neoplasm Metastasis']",Breast Neoplasms
Novartis,NCT00272987.xml,"A Randomized, Double Blind, Placebo-Controlled, Multicenter, Phase III Study Comparing the Activity of Paclitaxel Plus Trastuzumab Plus Lapatinib to Paclitaxel Plus Trastuzumab Plus Placebo in Women With ErbB2 Overexpressing Metastatic Breast Cancer","Patients will be randomised to a 1:1 ratio to receive either paclitaxel 80 mg/m2 IV weekly for three weeks of a four week cycle, trastuzumab 4 mg/kg loading dose and 2 mg/kg weekly IV, and oral lapatinib 1000 mg QD or paclitaxel 80 mg/m2 IV weekly for three weeks of a four week cycle, trastuzumab 4 mg/kg loading dose and 2 mg/kg weekly IV plus placebo. The primary objective of this study is to evaluate and compare time to progression (TTP). Secondary objectives will be to evaluate and compare the two treatment arms with respect to: overall response rates, clinical benefit, time to response, duration of response, progression-free survival, and overall survival. The study will first enroll an open label safety cohort of 20 patients to assess the tolerability of the triplet combination.",2005,12,Phase 3,"['Neoplasms, Breast']",63,"Active, not recruiting",['Breast Neoplasms'],Breast Neoplasms
Novartis,NCT00273312.xml,"An Open-label, Phase II Trial of Patupilone (EPO906) as Monotherapy to Evaluate Activity of Patupilone in Patients With Advanced Unresectable and/or Metastatic Hepatocellular Carcinoma (HCC)","This study will evaluate the safety, efficacy, and activity of patupilone in patients with advanced unresectable and/or metastatic hepatocellular carcinoma based on tumor response using modified RECIST criteria.",2006,1,Phase 2,['Hepatocellular Carcinoma'],25,Completed,"['Carcinoma', 'Carcinoma, Hepatocellular']","Carcinoma, Hepatocellular"
Novartis,NCT00281658.xml,"A Randomized, Multicenter, Double-Blind, Placebo-Controlled, Phase III Study of Lapatinib (GW572016) in Combination With Paclitaxel Versus Paclitaxel Plus Placebo in Subjects With ErbB2 Amplified Metastatic Breast Cancer","This is a Phase III study designed to evaluate the response (shrinkage or lack of growth) of tumors of lapatinib plus paclitaxel compared to paclitaxel plus placebo as first line metastatic treatment in women and men who have metastatic breast cancer. Patients will be evaluated for safety and efficacy. Countries include China, Hong Kong, Thailand, Brazil and Peru.",2006,1,Phase 3,"['Neoplasms, Breast']",443,"Active, not recruiting",['Breast Neoplasms'],Breast Neoplasms
Novartis,NCT00303251.xml,"A Phase I/II Dose Escalating Study to Evaluate the Safety, Pharmacokinetics, Pharmacodynamics, and Efficacy of TKI258 (CHIR-258) in Patients With Locally Advanced or Metastatic Melanoma","This study is an open-label, dose-escalating study to delineate the safety, pharmacokinetics (PK), and pharmacodynamics (PD) of TKI258. Pharmacokinetics and pharmacodynamics will be performed on all subjects. The eligible subject population consists of subjects who have been diagnosed with locally advanced or metastatic melanoma that is refractory to standard therapy or for which no curative standard therapy exists.",2006,4,Phase 1/Phase 2,['Melanoma'],47,Completed,['Melanoma'],Melanoma
Novartis,NCT00304525.xml,"A Phase I/II, Open-label, Dose Escalation Trial to Evaluate the Safety, Pharmacokinetics, and Pharmacodynamics of RAF265 (CHIR-265)Administered Orally to Patients With Locally Advanced or Metastatic Melanoma.","The purpose of this study is to determine the safety profile, pharmacokinetics, pharmacodynamics and maximum tolerated dose of RAF265 in patients with locally advanced and metastatic melanoma. Phase II portion of study (dose expansion) has been cancelled with Amendment 7 as of Dec 2011.",2006,4,Phase 2,['Metastatic Melanoma'],104,Completed,['Melanoma'],Melanoma
Novartis,NCT00320710.xml,"A Prospective, Randomized, Double-blind, Stratified, Multi-center, 2-arm Trial of the Continued Efficacy and Safety of Zoledronic Acid (Every 4 Weeks vs. Every 12 Weeks) in in the 2nd Year of Treatment in Patients With Documented Bone Metastases From Breast Cancer","Clinical trial in breast cancer patients with bone metastases pretreated for approximately 1 year with a standard zoledronic acid regimen. Looking at the continued effectiveness and safety of giving zoledronic acid every 4 weeks versus every 12 weeks given over 1 year. This study is prospective, double-blind, stratified, multi-center, and two-arm.",2006,2,Phase 3,['Breast Cancer'],416,Completed,"['Breast Neoplasms', 'Neoplasm Metastasis']",Breast Neoplasms
Novartis,NCT00329940.xml,Assessment of Rheumatologic Tolerability of Letrozole in Postmenopausal Patients With Hormone Receptor Positive Breast Cancer Having Discontinued Anastrozole Adjuvant Treatment Due to Musculoskeletal Disorders,The purpose of this study is to assess rheumatologic tolerability of letrozole in postmenopausal patients with hormone receptor positive breast cancer having discontinued anastrozole adjuvant treatment due to musculoskeletal disorders.,2005,11,Phase 3,['Breast Cancer'],200,Completed,['Breast Neoplasms'],Breast Neoplasms
Novartis,NCT00330317.xml,Neoadjuvant Hormone Therapy for Postmenopausal Women With HR+ Primary Breast Cancer: A Multi-center Study to Determine the Optimum Length of Treatment With Letrozole on Tumour Regression to Permit Breast Conserving Surgery.,The aim of this study is to assess the safety and efficacy of neoadjuvant hormone therapy with letrozole in postmenopausal women with estrogen- and/or progesterone-receptor positive primary breast cancer on tumour regression to permit breast conserving surgery.,2006,2,Phase 3,['Breast Cancer'],300,Completed,['Breast Neoplasms'],Breast Neoplasms
Novartis,NCT00332696.xml,Evaluation of the Effect of Octreotide Compared to Placebo in Patients With Inoperable Bowel Obstruction Due to Peritoneal Carcinomatosis,To evaluate in combination with corticosteroid and local standard medical care the efficacy and safety of long-acting octreotide compared to placebo for the treatment of symptoms of inoperable bowel obstruction in patients with peritoneal carcinomatosis,2005,9,Phase 2,"['Peritoneal Neoplasms', 'Intestinal Obstruction', 'Carcinomatosis']",64,Completed,"['Carcinoma', 'Intestinal Obstruction', 'Peritoneal Neoplasms']",Peritoneal Neoplasms
Novartis,NCT00332852.xml,An Open Phase III Trial With Letrozole as Early Adjuvant Treatment of Postmenopausal Patients With Primary Breast Cancer,This is a prospective open-label one-arm phase III trial designed to evaluate the safety and efficacy of letrozole 2.5 mg administered orally daily for 24 months as adjuvant therapy in postmenopausal patients with primary breast cancer. This trial is not recruiting patients in the United States.,2006,3,Phase 3,['Breast Cancer'],655,Completed,['Breast Neoplasms'],Breast Neoplasms
Novartis,NCT00333047.xml,A Study of Letrozole in the Treatment of Metastatic Breast Cancer in Combination With Chemotherapy,Therapeutic interventions for patients with metastatic breast cancer are aimed at prolonging survival and improving the quality of life. The objective of this trial is to assess if an initial chemotherapy followed by an endocrine therapy leads to a longer disease-free interval as compared to chemotherapy alone.,2002,7,Phase 2/Phase 3,['Metastatic Breast Cancer'],24,Completed,['Breast Neoplasms'],Breast Neoplasms
Novartis,NCT00333086.xml,A PHASE II STUDY OF LETROZOLE IN PATIENTS WITH ADVANCED OR RECURRENT ENDOMETRIAL CANCER,"Currently available treatments for endometrial cancer are associated with limited efficacy and significant toxicity. This study will assess the safety and efficacy of letrozole, an aromatase inhibitor, on endometrial cancer.",2000,1,Phase 2,['Recurrent and Metastatic Endometrial Cancer'],36,Completed,['Endometrial Neoplasms'],Endometrial Neoplasms
Novartis,NCT00333229.xml,Influence of Zoledronic Acid on Bone Mineral Density and Bone Ultrasonometry in Premenopausal Women With Hormone Receptor Negative Breast Cancer and Adjuvant Chemotherapeutic Treatment,"Breast cancer and osteoporosis are two of the most frequent diseases in women. Estrogen may be associated with bone loss and the risk of breast cancer because of its potent effects on the mitotic activity of breast epithelium and on bone turnover. This study is will assess the safety and efficacy of Zoledronic acid 4 mg, given every 3 months over 24 months, in improving bone mineral density in premenopausal women with hormone receptor negative breast cancer and adjuvant chemotherapeutic treatment compared to placebo. This study is not recruiting patients in the United States.",2006,3,Phase 4,['Primary Hormone Receptor Negative Breast Cancer in Premenopausal Women'],11,Terminated,['Breast Neoplasms'],Breast Neoplasms
Novartis,NCT00334139.xml,"A Prospective, Single-arm Multicenter Study to Evaluate Effect of Intravenous Zoledronic Acid on Bone Metabolism Given Over 4 Months in Patients With Prostate Cancer or Breast Cancer and Bone Metastasis",Bisphosphonates have been used extensively in the treatment and the prevention of skeletal complications associated with bone metastases in patients with breast cancer and prostate cancer. The purpose of this study is to assess the effect of zoledronic acid patients with prostate cancer or breast cancer and bone metastasis.,2006,5,Phase 4,"['Prostate Cancer', 'Breast Cancer', 'Bone Metastasis']",411,Completed,"['Breast Neoplasms', 'Prostatic Neoplasms', 'Neoplasm Metastasis', 'Neoplasms, Second Primary', 'Bone Neoplasms', 'Bone Marrow Diseases']",Neoplasm Metastasis
Novartis,NCT00363051.xml,"An Open Label, Stratified, Single-arm Phase II Study of Everolimus in Patients With Advanced Pancreatic Neuroendocrine Tumor (NET) After Failure of Cytotoxic Chemotherapy","The purpose of this study was to assess the efficacy and safety of everolimus in the treatment of advanced pancreatic neuroendocrine tumor (NET) not responsive to cytotoxic chemotherapy. All patients were treated with everolimus until either tumor progression was documented using a standard criteria that measures tumor size called Response Evaluation Criteria in Solid tumors (RECIST), or until unacceptable toxicity occurred, or until the patient or investigator requested discontinuation of treatment.",2006,6,Phase 2,"['Islet Cell Carcinoma', 'Neuroendocrine Carcinoma', 'Neuroendocrine Tumor', 'Pancreatic Neoplasms']",160,Completed,"['Carcinoma', 'Neuroendocrine Tumors', 'Pancreatic Neoplasms', 'Carcinoma, Neuroendocrine', 'Carcinoma, Islet Cell']",Pancreatic Neoplasms
Novartis,NCT00367471.xml,"A Phase I Dose Escalation Study of the Safety and Tolerability of Lapatinib in Combination With Carboplatin, Paclitaxel, and Herceptin in Patients With Metastatic Breast Cancer","The purpose of this study is to determine the optimal dose of lapatinib when administered with carboplatin, paclitaxel, and trastuzumab in subjects with ErbB2-positive breast cancer and with carboplatin and paclitaxel in subjects with ErbB2-negative breast cancer.",2006,12,Phase 1,"['Neoplasms, Breast']",31,"Active, not recruiting",['Breast Neoplasms'],Breast Neoplasms
Novartis,NCT00372476.xml,Open-label Trial of Imatinib in Combination With Vinorelbine for Patients With Advanced Breast Carcinoma: ICON,"This study is designed to investigate the safety and efficacy of the combination of imatinib and vinorelbine in patients with advanced, anthracycline resistant breast cancer",2006,6,Phase 4,['Breast Cancer'],33,Completed,['Breast Neoplasms'],Breast Neoplasms
Novartis,NCT00372710.xml,"Efficacy and Tolerability of Intravenous Zoledronic Acid 4mg as an Adjunct to Standard Therapies Including Conversion From Pamidronate in Breast Cancer Patients With Metastatic Bone Lesions. A Prospective, Randomised, Open-label, Clinical Study",Zoledronic acid selectively binds to bone and protects it from being metastasized by tumor cells. This study evaluates the safety and efficacy of zoledronic acid when added to standard therapies in breast cancer patients with metastatic bone lesions.,2002,8,Phase 3,['Breast Cancer With Bone Metastasis'],30,Terminated,"['Breast Neoplasms', 'Neoplasm Metastasis']",Breast Neoplasms
Novartis,NCT00375427.xml,"A Prospective, Randomized, Multi-center Comparative 2-arm Trial of Efficacy and Safety of Zoledronic Acid (Every 3-months vs. Every 4 Weeks) Beyond Approximately 1 Year of Treatment With Zoledronic Acid in Patients With Bone Lesions From Breast Cancer",The objective of this study is to assess the clinical benefit of two different dosing schedules of zoledronic acid in patients with metastatic bone lesions from breast cancer who have already been treated with zoledronic acid for about one year.,2006,2,Phase 3,['Breast Cancer With Bone Metastasis'],430,Completed,['Breast Neoplasms'],Breast Neoplasms
Novartis,NCT00375648.xml,Assessment of the Efficacy and Safety of Zoledronic Acid in the Treatment of Bone Metastases-related Pain in Patients With Prostate Cancer,This study will evaluate the efficacy and safety of 4 mg zoledronic acid administered intravenously every 3-4 weeks in the treatment of bone metastases-related pain in patients with prostate cancer.,2005,6,Phase 3,['Pain'],61,Completed,"['Prostatic Neoplasms', 'Neoplasm Metastasis']",Neoplasm Metastasis
Novartis,NCT00375752.xml,Neoadjuvant Therapy for Postmenopausal Women With ER and/or PgR Positive Breast Cancer. A Randomized Open Phase II Trial Evaluating the Efficacy of a 6 Months Preoperative Treatment With Letrozole (2.5 mg/Day) With or Without Zoledronic Acid (4 mg Every 4 Weeks),This study will evaluate the safety/efficacy of zoledronic acid when given by intravenous infusion every 4 weeks in addition to letrozole as endocrine therapy in postmenopausal patients with hormone responsive breast cancer,2006,6,Phase 4,['Breast Neoplasms'],168,Terminated,['Breast Neoplasms'],Breast Neoplasms
Novartis,NCT00387205.xml,"An Open-Label, Phase Ib Study to Assess the Long Term Safety Profile of Pazopanib in Cancer Patients",This study is a rollover study to evaluate the long term safety of pazopanib and to continue to provide pazopanib to patients who participated in a GSK sponsored pazopanib study until pazopanib is available commercially.,2006,6,Phase 1,"['Carcinoma, Renal Cell']",188,Completed,"['Carcinoma, Renal Cell']","Carcinoma, Renal Cell"
Novartis,NCT00391690.xml,Evaluation of Bone Markers as Diagnostic Tools for Early Detection of Bone Metastases in Patients With High Risk Prostate Cancer,"It is the aim of this prospective, single-group, clinical study to assess whether bone parameters can be used as diagnostic tools for early detection of bone metastases in patients with high risk prostate cancer. The usefulness in monitoring zoledronic acid therapy in patients who have developed bone metastases will also be assessed.",2006,2,Phase 4,['Prostate Cancer'],99,Completed,"['Prostatic Neoplasms', 'Neoplasm Metastasis']",Prostatic Neoplasms
Novartis,NCT00391950.xml,"An Open-Label, Randomized, Multicentre Study to Evaluate the Efficacy of Two Zoledronic Acid Schedules on Bone Mineral Density in Prostate Cancer Patients Undergoing Androgen Deprivation Therapy","The purpose of this study is to see if giving zoledronic acid three times a year is as effective as five times a year, in increasing bone strength in men with prostate cancer. All participants will receive the active drug but half will receive drug every 6 months and the other half will receive drug every 3 months. Both patient and doctor will know which treatment a patient is receiving. After 1 year of treatment bone strength will be measured with scans and compared to the strength at the start of the study. All participants will stop receiving the drug after 1 year and will be seen back in the clinic, annually for another 2 years for follow-up.",2006,10,Phase 3,['Prostate Cancer'],300,Terminated,['Prostatic Neoplasms'],Prostatic Neoplasms
Novartis,NCT00410124.xml,"A Randomized, Double-blind, Placebo-controlled, Multicenter Phase III Study to Compare the Safety and Efficacy of RAD001 Plus Best Supportive Care (BSC) Versus BSC Plus Placebo in Patients With Metastatic Carcinoma of the Kidney Which Has Progressed on VEGF Receptor Tyrosine Kinase Inhibitor",To assess whether daily treatment with RAD001 could slow the growth and spread of metastatic carcinoma of the kidney. The safety of RAD001 was also to be studied in this trial.,2006,11,Phase 3,['Metastatic Renal Cell Carcinoma'],416,Completed,"['Carcinoma', 'Carcinoma, Renal Cell']","Carcinoma, Renal Cell"
Novartis,NCT00411528.xml,A Randomized Multicenter Phase II Trial of Patupilone (EPO906) Plus Prednisone Versus Docetaxel Plus Prednisone in Patients With Metastatic Hormone Refractory Prostate Cancer,"The objective of this study is to assess the response of patupilone plus prednisone compared to docetaxel plus prednisone on prostate specific antigen (PSA) in patients with metastatic hormone refractory prostate cancer. Additionally, this study will assess the response on measureable disease and the effects on patient-reported outcomes.",2006,9,Phase 2,['Metastatic Hormone Refractory Prostate Cancer'],185,Completed,['Prostatic Neoplasms'],Prostatic Neoplasms
Novartis,NCT00412061.xml,"A Randomized, Double-blind Placebo-controlled, Multicenter Phase III Study in Patients With Advanced Carcinoid Tumor Receiving Octreotide Depot and Everolimus 10 mg/Day or Octreotide Depot and Placebo",The purpose of this study was to evaluate whether everolimus 10 mg / day added to treatment with depot octreotide prolongs progression free survival compared to treatment with octreotide alone in patients with advanced carcinoid tumor.,2006,12,Phase 3,"['Carcinoid Tumor', 'Malignant Carcinoid Syndrome']",429,Completed,"['Carcinoid Tumor', 'Malignant Carcinoid Syndrome', 'Serotonin Syndrome']",Carcinoid Tumor
Novartis,NCT00414765.xml,Open-label Pharmacokinetic Trial of Aldesleukin (Rh-Interleukin-2 [IL-2]) Administered Intravenously to Subjects With Metastatic Renal Cell Carcinoma and Metastatic Melanoma With Immunologic Correlative Studies,This study will evaluate the pharmacokinetics of aldesleukin in patients with metastatic renal cell cancer and metastatic melanoma,2006,1,Phase 1/Phase 2,"['Metastatic Renal Cell Carcinoma', 'Metastatic Melanoma']",26,Completed,"['Carcinoma', 'Melanoma', 'Carcinoma, Renal Cell']","Carcinoma, Renal Cell"
Novartis,NCT00417807.xml,Open-label Trial of Imatinib Mesylate in Patients With Refractory Desmoplastic Small Round Cell Tumors (DSRCT) Expressing PDGF-R,"An open-label, non-comparative study conducted to investigate the activity and safety of imatinib mesylate in refractory desmoplastic small round cell tumors expressing PDGF-R. Patients will be treated up to 12 months, or to disease progression. Tumor will be evaluated according to Recist criteria",2005,8,Phase 1/Phase 2,['Refractory Desmoplastic Small Round Cell Tumors'],9,Completed,['Desmoplastic Small Round Cell Tumor'],Desmoplastic Small Round Cell Tumor
Novartis,NCT00419159.xml,"A Single Arm, Multicenter Phase II Study of Everolimus in Patients With Metastatic Colorectal Adenocarcinoma Whose Cancer Has Progressed Despite Prior Therapy With an Anti-EGFR Antibody (if Appropriate), Bevacizumab, Fluoropyrimidine, Oxaliplatin, and Irinotecan-based Regimens",To assess the safety and efficacy of weekly (70 mg per week) and daily (10 mg per day) everolimus in patients with metastatic colorectal cancer whose cancer has progressed despite prior treatment with targeted therapy and chemotherapy.,2006,12,Phase 2,['Colorectal Cancer'],199,Completed,['Colorectal Neoplasms'],Colorectal Neoplasms
Novartis,NCT00419536.xml,"A Phase IA/IB, Two Arm, Multi-center, Open-label, Dose Escalation Study of Oral LBH589 Alone and in Combination With IV Docetaxel and Oral Prednisone in Hormone Refractory Prostate Cancer (HRPC)","This 2-arm study is designed to determine the maximum tolerated dose of LBH589 as a single agent and in combination with docetaxel and prednisone 5 mg twice daily (second arm) and to characterize the safety, tolerability, biologic activity and pharmacokinetic profile.",2006,5,Phase 1,['Hormone Refractory Prostate Cancer Disease'],108,Terminated,['Prostatic Neoplasms'],Prostatic Neoplasms
Novartis,NCT00426140.xml,"An Open-label Single Center Study to Characterize the Absorption, Distribution, Metabolism, and Elimination (ADME) of Patupilone (EPO906) After a Single Intravenous Administration of 10 mg/m2 [14C] Patupilone in Patients With Advanced Solid Tumor Malignancies.","The main purpose of this study is to characterize the distribution, metabolism, and elimination (ADME) of Patupilone after a single intravenous administration in patients with advanced solid tumor malignancies",2006,8,Phase 1,"['Advanced Malignancies', 'Solid Tumors']",5,Completed,['Neoplasms'],Neoplasms
Novartis,NCT00426530.xml,A Phase Ib Study Investigating the Combination of Everolimus With Trastuzumab and Vinorelbine in Patients With HER2-overexpressing Metastatic Breast Cancer,This study will look at different dose levels and regimens of everolimus combined with weekly trastuzumab and vinorelbine therapy in patients with HER-2 overexpressing metastatic breast cancer.,2007,2,Phase 1,"['Breast Neoplasms', 'Neoplasm Metastasis']",50,Completed,"['Breast Neoplasms', 'Neoplasms', 'Neoplasm Metastasis']",Breast Neoplasms
Novartis,NCT00426556.xml,A Phase Ib/II Study Investigating the Combination of Everolimus With Trastuzumab and Paclitaxel in Patients With HER2-overexpressing Metastatic Breast Cancer,Phase I: will look at different dose levels and regimens of everolimus combined with weekly trastuzumab and paclitaxel therapy in patients with HER-2 overexpressing metastatic breast cancer. Phase II: will assess the efficacy and safety of the 10mg daily dose of everolimus combined with weekly trastuzumab and paclitaxel therapy in patients with HER-2 overexpressing metastatic breast cancer.,2007,7,Phase 1,['Metastatic Breast Cancer'],88,Completed,['Breast Neoplasms'],Breast Neoplasms
Novartis,NCT00427583.xml,An Open-label Multicenter Phase II Study of Imatinib Mesylate Treatment of Patients With Malignant Peripheral Nerve Sheath Tumors,This study assesses the safety and efficacy of imatinib mesylate treatment of patients with malignant peripheral nerve sheath tumors,2006,5,Phase 2/Phase 3,['Malignant Peripheral Nerve Sheath Tumors'],11,Terminated,"['Nerve Sheath Neoplasms', 'Neurilemmoma', 'Neurofibrosarcoma']",Nerve Sheath Neoplasms
Novartis,NCT00427999.xml,"A Single Stage Phase II, Multi-centre, Open Label Study of Imatinib in Combination With Pioglitazone, Etoricoxib, Dexamethasone and Low-dose Treosulfane for Anti-inflammatory and Angiostatic Treatment in Patients With Hormone-refractory Prostate Cancer","The purpose of this study is to evaluate the efficacy, tolerability and safety of a multi-targeted therapy in patients with hormone-refractory prostate cancer.",2007,2,Phase 2,['Prostate Cancer'],67,Completed,['Prostatic Neoplasms'],Prostatic Neoplasms
Novartis,NCT00434174.xml,A Phase I Study Investigating the Combination of Everolimus With Pemetrexed in Patients With Advanced Non Small Cell Lung Cancer (NSCLC) Previously Treated With Chemotherapy,This study will evaluate the safety of everolimus in combination with pemetrexed when used as treatment in patients with non small cell lung cancer.,2006,12,Phase 1,['Non Small Cell Lung Cancer'],48,Completed,"['Lung Neoplasms', 'Carcinoma, Non-Small-Cell Lung']",Lung Neoplasms
Novartis,NCT00434317.xml,"A Multicenter, Open-label Study to Determine the Effect of iv. Zoledronic Acid on Pain and Quality of Life in Patients With Bone Metastases With or Without Skeletal Related Events (SRE) Resulting From Breast Cancer and Prostate Cancer","This study will evaluate the safety, tolerability and efficacy of zoledronic acid administered intravenously every 3-4 weeks in patients with bone metastases from either breast cancer or prostate cancer.",2005,8,Phase 4,['Neoplasm Metastasis'],80,Completed,"['Prostatic Neoplasms', 'Neoplasm Metastasis', 'Neoplasms, Second Primary']",Neoplasm Metastasis
Novartis,NCT00434447.xml,"A Phase IV Study of Zoledronic Acid Therapy in Patients With Bone Metastases From Breast Cancer or Hormone Resistant Prostate Cancer, or Bone Involvement From Multiple Myeloma, Assessing Long-term Efficacy and Safety","This study is designed to monitor the safety and efficacy of long-term treatment with zoledronic acid by assessing the incidence of, renal impairment, osteonecrosis of the jaw(ONJ), overall safety and skeletal related events (SREs) beyond 12 months treatment",2006,12,Phase 4,['Bone Neoplasms'],73,Completed,"['Multiple Myeloma', 'Neoplasm Metastasis', 'Bone Neoplasms']",Bone Neoplasms
Novartis,NCT00441155.xml,"An Extension to a Phase I Multicenter, Dose Escalation Study of Nilotinib in Combination With Imatinib on a Continuous Daily Dosing Schedule in Adult Patients With Imatinib-Resistant Gastrointestinal Stromal Tumors (GIST)",To provide study drug to patients that benefit from treatment judged by the investigator - to obtain additional long-term safety and efficacy data of this combination regimen in GIST,2006,11,Phase 1,['Gastrointestinal Stromal Tumors'],14,Completed,['Gastrointestinal Stromal Tumors'],Gastrointestinal Stromal Tumors
Novartis,NCT00444535.xml,"A Phase II, Open-Label Study of the Clinical Activity, Safety, and Tolerability of Lapatinib in Combination With Bevacizumab in Subjects With Advanced or Metastatic ErbB2-Overexpressing Breast Cancer",This study will examine the efficacy and safety of lapatinib and bevacizumab in patients with ErbB2-overexpressing breast cancer.,2007,2,Phase 2,"['Neoplasms, Breast']",52,"Active, not recruiting",['Breast Neoplasms'],Breast Neoplasms
